it_id	italian	nl_id	dutch
2588051	L'acqua del rubinetto è pericolosa.	7699064	Kraanwater is gevaarlijk.
4537203	La maggior parte degli studenti si stanno preparando per gli esami finali.	6671596	De meeste studenten bereiden zich voor voor de eindexamens.
6636264	Hanno perso tutto.	9259889	Zij hebben alles verloren.
4510272	Il ristorante è chiuso.	7694858	Het restaurant is gesloten.
419007	Sbadigliamo quando siamo a corto di ossigeno.	6131515	We gapen wanneer we een tekort aan zuurstof hebben.
119812	Ciao, Tom.	857984	Hallo, Tom.
876675	L'abuso infantile è contrario alla legge.	8729827	Kindermisbruik is illegaal.
375609	Bob è popolare a scuola.	445819	Bob is geliefd op school.
3041983	Il lago è profondo?	4755875	Is het meer diep?
967677	Ascoltiamo un po' di musica.	8997112	Laten we wat muziek luisteren.
376538	Mio zio abita vicino alla scuola.	633692	Mijn oom woont in de buurt van de school.
3901366	L'erba è verde.	7913829	Het gras is groen.
425872	Gli ho prestato un CD.	731583	Ik heb hem een cd geleend.
497666	Devo prendere la medicina ogni sei ore.	2712312	Ik moet om de zes uur mijn medicament innemen.
1137915	Sono arrivate delle lettere per me?	4473260	Zijn er brieven voor mij aangekomen?
3834815	Tom è arrogante.	7902644	Tom is arrogant.
5486274	Chi ha inventato il karaoke?	9554436	Wie heeft karaoke uitgevonden?
727010	Lui è povero ma onesto.	849001	Hij is arm, maar eerlijk.
931767	Più veloce, più alto, più forte.	775064	Sneller, hoger, sterker.
3388011	Passarono molti anni.	1474924	Vele jaren gingen voorbij.
1946302	Questo non è argento.	7681070	Dit is geen zilver.
428065	Sei il mio migliore amico.	605229	Je bent mijn beste vriend.
6779426	Tom ha una prenotazione in questo hotel.	9267623	Tom heeft een reservering bij dit hotel.
511139	Non ho tempo per te.	753067	Ik heb geen tijd voor jou.
1458202	Dov'è l'entrata?	702081	Waar is de ingang?
3132125	Oggi è lunedì?	7814604	Is het vandaag maandag?
8235444	Alle ragazze sembra piacere Tom.	11875401	Meiden lijken Tom leuk te vinden.
506016	C'è dello zucchero?	11210817	Is er suiker?
3577663	Penso che dovresti andartene adesso.	3610018	Ik denk dat je nu beter gaat.
2357267	Sembra davvero difficile!	2358352	Het ziet er heel moeilijk uit!
980897	Non ci sono errori nella tua composizione.	417284	Er staan geen fouten in je opstel.
8447934	Abito in Germania e lavoro in Lussemburgo.	8466733	Ik woon in Duitsland en ik werk in Luxemburg.
3532498	Cosa stiamo facendo qui?	9476502	Wat doen we hier?
1606111	Il mal di schiena di Mary la stava torturando.	846666	Mary's rugpijn martelde haar.
6856549	Cosa succede la prossima volta?	11521940	Wat gebeurt er de volgende keer?
1513079	Il pomodoro è frutta o verdura?	7759338	Is de tomaat een vrucht of een groente?
2916905	Prendiamo una scorciatoia.	7207046	Laten we een kortere weg nemen!
374554	Non parla né il tedesco né il francese.	3511888	Hij spreekt noch Duits noch Frans.
4208740	La Germania è uno Stato federale.	7812012	Duitsland is een federale staat.
845723	L'uomo degno di compassione ha il cuore infranto.	418584	De arme man heeft een gebroken hart.
3100895	Ci sono molti parchi a Boston.	9669241	Er zijn veel parken in Boston.
620728	Vorrei fare due domande.	632556	Ik zou twee vragen willen stellen.
6913164	Tom è già arrivato a Boston.	3037069	Tom is al in Boston aangekomen.
5564445	Tom ha mangiato qualcosa.	7154006	Tom heeft iets gegeten.
1820921	Quante stelle ci sono nella nostra galassia?	6610559	Hoeveel sterren zijn er in ons melkwegstelsel?
3107258	Caravaggio è un famosissimo pittore.	3108811	Caravaggio is een erg beroemde schilder.
382902	Buon compleanno, Muiriel!	377843	Gefeliciteerd met je verjaardag, Muiriel!
662812	Hai capito quello che lui ha detto?	662699	Heb jij begrepen wat hij zei?
1516974	Io conosco la verità.	3641133	Ik ken de waarheid.
5100742	Seul è la capitale della Corea del Sud.	7463246	Seoul is de hoofdstad van Zuid-Korea.
3530683	C'è un messaggio per te.	3626035	Hier is een bericht voor jou.
1087242	Tom è uno scheletro umano.	8303424	Tom is een menselijk skelet.
3235535	Mary è nevrotica.	1497232	Mary is neurotisch.
6444442	Tom è arrivato a casa tardi.	8744246	Tom is laat thuis aangekomen.
1113164	Tom non parla francese.	6838420	Tom spreekt geen Frans.
1794174	Finirò il lavoro in una settimana, cioè il 5 maggio.	4757455	Ik zal dat werk over een week klaar hebben, dus op 5 mei.
1566122	Lui si ubriacò molto.	859749	Hij werd erg dronken.
1068247	È contro la legge portare con sé armi.	11875402	Het is tegen de wet om wapens te dragen.
3661156	È vero che Tom sta uscendo con una ragazza giapponese?	3552759	Is het waar dat Tom uitgaat met een Japans meisje?
4693405	Non era molto romantico.	8572444	Dat was niet erg romantisch.
1490013	Vieni a fare shopping?	12346017	Wil je meekomen om boodschappen te doen?
1547464	Dov'è il Mississippi?	1547465	Waar is Mississippi?
714025	A questo libro mancano due pagine.	379670	Er ontbreken twee bladzijdes uit dit boek.
624853	L'oro è più pesante dell'argento.	642557	Goud is zwaarder dan zilver.
4643588	Non vedo vie d'uscita.	4640461	Ik zie geen enkele uitweg!
4663	Il film è cominciato alle 2.	7799502	De film begon om 2 uur.
4289378	Com'è imbarazzante!	10817266	Hoe beschamend is dat!
1337328	Ha fratelli?	695307	Heeft hij broers?
615182	Un bambino che si è scottato ha paura del fuoco.	402658	Een verbrand kind is bang voor het vuur.
6533935	Tom ha ancora bisogno di aiuto?	8074236	Heeft Tom nog hulp nodig?
4934192	Se riesce a leggere questa frase, allora è in grado di leggere.	6105328	Als je deze zin kunt lezen, dan ben je in staat om te lezen.
3544231	Mary è estremamente attraente.	11882286	Maria is super aantrekkelijk.
4811188	Tom ha costruito tre case.	8445179	Tom heeft drie huizen gebouwd.
3049908	Come stanno i tuoi genitori?	6008584	Hoe gaat het met je ouders?
4281171	Non so dove siano.	1079805	Ik weet niet waar ze zijn.
6685230	Il cane ha fame.	12757455	De hond heeft honger.
1253866	Hai dieci anni?	4627653	Ben je tien jaar?
1505084	La colazione è servita dalle 7 alle 9.	3371381	U kan ontbijten tussen zeven en negen uur.
2515113	È triste ma vero.	11046855	Triest, maar waar!
2750653	Come hai preso la decisione?	2750656	Hoe heb je de beslissing gemaakt?
4083335	Il cavallo è nero.	3990439	Het paard is zwart.
373702	Ho trovato questo ristorante per caso.	378788	Ik kwam dat restaurant toevallig tegen.
883444	Ho chiesto a Tom di aprire la finestra.	821402	Ik vroeg Tom het raam te openen.
375247	Questo è il Giappone.	377316	Dit is Japan.
3951280	Il gatto ha miagolato.	3959213	De kat miauwde.
2244123	Taiwan non fa parte della Cina.	2251385	Taiwan is geen deel van China.
3269737	In una guerra ideologica sono le persone che vengono uccise.	11201192	In een ideologische oorlog zijn het de mensen die worden gedood.
3344821	In Italia non si può fumare sui treni.	3763063	In Italië mag in de trein niet worden gerookt.
4828791	Tom è caduto nell'acqua.	9085119	Tom viel het water in.
1540860	Dopo la domenica viene il lunedì.	904196	Na zondag komt maandag.
9711995	Non può avere paura di fallire.	9712001	U kunt niet bang zijn om te falen.
2428129	Quel bambino ha pochi amici.	3266496	Dat kind heeft maar een paar vrienden.
9526494	Viviamo in una società.	9001589	We leven in een maatschappij.
1253814	Quello è un vecchio castello.	7462075	Dat is een oud kasteel.
1268568	La Turchia è l'erede dell'Impero Ottomano.	12194858	Turkije is de erfgenaam van het Ottomaanse Rijk.
1792079	Ha mangiato insetti e ragni.	1792213	Hij at insecten en spinnen.
5624229	Ti ho detto che sarebbe stato noioso.	10662519	Ik zei je dat dit vervelend zou worden.
1535407	Stai bene?	3323888	Gaat het goed met je?
3929778	Dove si trova un ristorante halal?	7694895	Waar is een halal restaurant?
4505	Per un momento ho pensato che fosse impazzito.	7030402	Ik dacht even dat hij gek was geworden.
5217193	Se vieni a Rio, non dimenticare di chiamarmi per essere la tua guida!	5217261	Als je naar Rio komt, vergeet dan niet mij te bellen en te vragen om jouw gids te zijn.
11896494	Tom è in Bielorussia.	11896177	Tom is in Belarus.
1126904	Le piume dei merli sono nere.	10727623	De veren van de merels zijn zwart.
11250478	Questo appartamento non è in vendita.	11594114	Deze flat is niet te koop.
2609631	Tom non può lavorare.	8700850	Tom kan niet werken.
10842040	Non abbiamo carta.	10842042	We hebben geen papier.
5370897	Tom aveva bisogno di riposo.	7726456	Tom had rust nodig.
1607403	Mia nonna si lamenta sempre del freddo.	806745	Mijn grootmoeder klaagt altijd van de kou.
3641422	Lamberto è il nome di una grande catena alberghiera.	3641551	Lamberto is de naam van een grote hotelketen.
7042723	Urano è simile a Nettuno.	9870492	Uranus lijkt op Neptunus.
521084	La mia canzone preferita è Hungry Spider.	9085076	Hungry Spider is mijn favoriete liedje.
3256845	Il castello è aperto oggi?	4807285	Is het kasteel vandaag open?
2612556	Tom è un ingegnere.	11285835	Tom is ingenieur.
4408235	Il gatto sta dormendo su una sedia.	4541321	De kat slaapt op een stoel.
2594417	Dovresti prendere delle lezioni di nuoto.	5340284	Je zou eens zwemles moeten nemen.
2206777	Tom gioca a hockey.	3661725	Tom hockeyt.
2403477	Tom non ha maniere.	976756	Tom heeft geen manieren.
2553677	Non mi odi.	578553	Haat me niet!
5740023	Il silenzio è opprimente.	11522001	De stilte is benauwend.
3503479	Tom dorme ancora.	10040780	Tom slaapt nog.
2611635	Tom non è andato a Boston.	8291795	Tom ging niet naar Boston.
693034	Normalmente andiamo a scuola a piedi.	4624625	Normaal lopen we naar school.
1525138	Nuotare è un buon esercizio.	9253474	Zwemmen is een goede oefening.
2685951	Vi porto subito il conto.	2685958	Ik zal uw afrekening dadelijk brengen.
6669670	Perché Tom sta piangendo?	7804397	Waarom huilt Tom?
12406481	Maja Keuc è una cantante slovena.	12406461	Maja Keuc is een Sloveense zangeres.
5898548	Quello è il mio caffè?	7886001	Is dat mijn koffie?
2960811	Che brutto film!	3804277	Wat een slechte film!
3323729	È morto qualcuno.	7135519	Er is iemand gestorven.
4512234	Il tempo era delizioso.	6097967	Het weer was heerlijk.
7158368	Quanti mesi ci sono in un anno?	8537943	Hoeveel maanden gaan er in een jaar?
5822428	Tom è pragmatico.	7958401	Tom is een pragmaticus.
380511	Occhio per occhio, dente per dente.	688463	Oog om oog, tand om tand.
9084011	È qui ogni giorno, vero?	12769876	Ze is hier elke dag, niet?
4452258	Ogni spettatore compra un biglietto.	4452260	Iedere toeschouwer koopt een kaartje.
2915652	Eccolo lì.	1063030	Daar is hij.
1343993	Mio figlio crede a Babbo Natale.	445804	Mijn zoon gelooft in de Kerstman.
2742680	Tom è con l'FBI.	7354229	Tom is bij het FBI.
8703270	È la persona in carica, vero?	12120805	Zij is toch de leidinggevende?
3830589	Tom compra del pane.	8996996	Tom koopt brood.
610289	Dimmi dove vive.	858080	Zeg me waar ze woont.
2132836	Il cavallo è nero?	8537926	Is het paard zwart?
1276371	Potreste aiutarci dopo la scuola?	5458882	Zouden jullie ons kunnen helpen na school?
6063300	Odio i procioni.	6080397	Ik haat wasberen.
376629	Abbiamo trovato una tartaruga in giardino.	7825036	We vonden een schildpad in de tuin.
4210345	Tom pagherà tutto.	5179921	Tom betaalt alles.
527172	Tutti i musei della mia città si trovano in centro.	527174	Alle musea in mijn stad bevinden zich in het centrum.
2887411	A proposito, ho qualcosa da dirti.	858000	Trouwens, ik heb je iets te vertellen.
591755	Sono sposata e ho due figli.	825292	Ik ben gehuwd en heb twee zonen.
2983601	Noi siamo marito e moglie.	3980902	We zijn man en vrouw.
1012816	Tornerà il 25 gennaio.	1012815	Op 25 januari zal hij terugkomen.
5352190	Tom sa perché.	7804152	Tom weet waarom.
7810734	Tom affronta un dilemma.	8324856	Tom staat voor een dilemma.
375276	La nave scomparve oltre l'orizzonte.	6086709	Het schip verdween achter de horizon.
10058694	Ha l'immunità.	9033725	Hij heeft immuniteit.
358300	Ecciù!	1371635	Hatsjie!
2618301	Tom è speciale.	9377856	Tom is speciaal.
5098636	Tom pensava che Mary conoscesse John.	7929199	Tom dacht dat Mary John kende.
3548089	Astana è la capitale del Kazakistan.	7463158	Astana is de hoofdstad van Kazachstan.
3067437	Cosa intendi esattamente?	3068519	Wat bedoel je precies?
2189776	Dove vuoi mangiare?	1995441	Waar wil je eten?
2554670	Sto sanguinando.	3704694	Ik ben aan het bloeden.
3956458	Tom è l'ex di Mary.	3970172	Tom is de ex van Mary.
2687784	L'acqua bolle a cento gradi.	9843371	Water kookt bij honderd graden.
4387698	Come sono state costruite le piramidi?	7462352	Hoe werden de piramides gebouwd?
493611	Sono un traduttore.	8101411	Ik ben een vertaler.
4776973	Le ragazze sono timide.	9252157	De meisjes zijn verlegen.
9964928	Cadde dal suo pony.	12159359	Ze viel van haar pony.
538894	Javier diventò rosso.	7770013	Javier werd rood.
3607262	L'inferno è lastricato di buone intenzioni.	6451926	De hel is geplaveid met goede bedoelingen.
1130916	Le persone creative tendono a porre le domande migliori e ottengono quindi le risposte migliori.	1255305	Creatieve mensen zijn geneigd de beste vragen te stellen, en zo bekomen ze de beste antwoorden.
3633800	Le rane hanno paura dei serpenti.	413641	Kikkers zijn bang voor slangen.
428070	Auckland è una città della Nuova Zelanda.	3164037	Auckland is een stad in Nieuw-Zeeland.
978338	Si scusò per averla offesa.	1071592	Hij excuseerde zich omdat hij haar beledigd had.
3508198	A Tom piacciono i pomodori?	5140101	Houdt Tom van tomaten?
6473730	Vivevo vicino a un parco.	5461192	Ik woonde nabij een park.
2689396	Questo succedeva spesso in autunno.	2689709	Dit gebeurde vaak in de herfst.
374488	Il lavoro deve essere finito per domani.	379512	Morgen moet het werk af zijn.
3929071	Hai spento il fornello?	2358370	Heb je het fornuis uitgezet?
2190446	Tom è preoccupato.	8434149	Tom maakt zich zorgen.
663085	Lavoro in una banca.	663095	Ik werk bij een bank.
4834500	Questa mattina ho visto nascere una farfalla.	8974548	Vanochtend heb ik de geboorte van een vlinder gezien.
8303144	Non ha mangiato la sua insalata.	8303203	Ze heeft haar salade niet opgegeten.
5704194	Vincent van Gogh era un pittore olandese.	4914787	Vincent van Gogh was een Nederlandse schilder.
5346727	Buono a sapersi.	3429038	Dat is goed om te weten.
822096	Mia sorella è bella.	822094	Mijn zus is mooi.
2978950	La guerra cominciò tre anni più tardi.	1966669	De oorlog begon drie jaar later.
425876	Quel cappello ti sta bene.	3215340	Deze hoed staat je goed.
3222494	Il rosa è per le ragazze.	4224366	Roze is voor meisjes.
374684	La nostra scuola ha ottant'anni.	784190	Onze school is 80 jaar oud.
3638553	È sempre così?	5733939	Is het altijd zo?
629444	Non è un cantante, ma un attore.	3153381	Hij is geen zanger, maar een acteur.
4522387	Buongiorno, signora.	3438323	Dag mevrouw.
2685509	È pronto l'aereo.	2685514	Het vliegtuig is gereed.
3242327	Ci ho passato le serate più belle della mia vita!	11817354	Ik heb er de beste avonden van mijn leven doorgebracht!
4730323	Questo caffè è davvero forte.	7192420	Deze koffie is erg sterk.
3251287	Il mio colore preferito è il viola.	7769373	Mijn lievelingskleur is paars.
2797656	Francesca aiuta Paolo.	7799027	Francesca helpt Paolo.
3368301	È un errore di battitura. Spiacente.	1021283	Het is een tikfout. Sorry.
3471690	Tom ama l'Australia.	7926545	Tom houdt van Australië.
4984195	A mio padre piace il caffè forte.	759831	Mijn vader heeft graag sterke koffie.
631593	Abbiamo insistito sulla sua importanza.	12572833	We stonden op zijn belangrijkheid.
6036242	Non parlo fluentemente il francese.	11666231	Ik spreek geen vloeiend Frans.
8919289	Ho quattro pronipoti.	11580453	Ik heb vier achterkleinkinderen.
2190729	Tom è in pensione.	9274947	Tom is met pensioen.
5712690	Tom non lavora più.	8934662	Tom werkt niet meer.
373967	Dobbiamo seguire il suo esempio.	780163	We zouden zijn voorbeeld moeten volgen.
380908	Studi chimica?	377999	Studeer je scheikunde?
928155	Vedo lacrime nei tuoi occhi.	383593	Ik zie tranen in je ogen.
7453708	Voglio sposarmi, solo non con te.	8091411	Ik wil trouwen, alleen niet met jou.
5170824	Mio padre non disse niente.	5171568	Mijn vader zegt niks.
6449528	Non è visibile ad occhio nudo.	6449227	Het is onzichtbaar voor het blote oog.
3928521	Tom non sembra occupato.	8579923	Tom lijkt het niet druk te hebben.
3140479	L'albero è malato.	7557482	De boom is ziek.
884295	Questa è la fine del mio racconto.	1022968	Dit is het eind van mijn verhaal.
2132963	Questa è l'Italia.	7812027	Dit is Italië.
3883872	"L'Etiopia si chiama ""Ityop'ia"" in amarico."	7462630	"Ethiopië wordt ""Ityop'ia"" genoemd in het Amhaars."
2400876	Tom è pratico.	7546813	Tom is praktisch.
3379786	Questa è la mia amica giapponese.	3379806	Dat is mijn Japanse vriendin.
6673205	Neymar è brasiliano.	6673594	Neymar is Braziliaans.
878726	Buongiorno a tutti.	387591	Goeiemorgen allemaal.
417519	Io sono un gatto. Non ho ancora un nome.	640091	Ik ben een kat. Ik heb nog geen naam.
5629204	So cosa farei.	6622890	Ik weet wat ik zou doen.
3860647	Tom sta raccogliendo dei fiori.	9190890	Tom plukt bloemen.
702871	Voglio qualcosa da mangiare.	704224	Ik wil iets om te eten.
2213750	Era il mio turno di pulire la stanza.	4308871	Het was mijn beurt om de kamer schoon te maken.
1440791	Io non faccio colazione.	3944091	Ik neem geen ontbijt.
1000933	Le balene si nutrono di plankton e piccoli pesci.	664475	Walvissen voeden zich met plankton en kleine vissen.
4569181	Tom ha promesso.	7499605	Tom heeft het beloofd.
689572	I bambini imitano i loro amici piuttosto che i loro genitori.	414536	Kinderen doen eerder hun vrienden dan hun ouders na.
425488	Il ragazzo mi ha fatto credere che era troppo malato per andare a scuola.	3166427	De jongen deed me geloven dat hij te ziek was om naar school te gaan.
5475109	Tom ha molti debiti.	5810824	Tom heeft heel veel schulden.
2302340	Mark Zuckerberg è ateo, non credente.	3175324	Mark Zuckerberg is atheïst, niet gelovig.
8033351	Mary è autistica.	8358675	Maria is autistisch.
889999	Gli hindù e i musulmani sono tutti fratelli.	7318752	Hindoes en moslims zijn allemaal gebroeders.
1993892	Sta piovendo a catinelle stasera.	704986	Het regent pijpestelen vanavond.
5590355	Ho mandato una mail a Tom.	7811971	Ik stuurde een e-mail naar Tom.
4503017	La tua scrittura è orribile.	11735916	Je handschrift is verschrikkelijk.
2365398	Questa macchina è facile da gestire.	8537800	Deze machine is eenvoudig te bedienen.
7596197	Vado a insegnare in Galles.	9763816	Ik ga lesgeven in Wales.
1512425	Ecco perché siamo qui.	4620475	Daarom zijn wij hier.
10875994	Andiamo a mangiare qualcosa?	11181025	Zullen we gaan eten?
11199326	Il vaso è caduto dal tavolo.	11199759	De vaas viel van de tafel.
3591981	Il vino viene prodotto a partire dall'uva.	2994532	Wijn wordt van druiven gemaakt.
2523767	C'è un'altra opzione.	3616919	Er is nog een ander alternatief.
10696872	La sanguisuga è un parassita.	11481324	De bloedzuiger is een parasiet.
7038931	Qualcuno sta aspettando Tom.	10677355	Er wacht iemand op Tom.
4626851	Che vento!	5476248	Wat een wind!
5512050	Non ti ho mentito.	12426485	Ik heb je niet voorgelogen.
7139055	Sami non è gay.	7323768	Sami is niet gay.
977454	L'Italia è una bella terra.	415056	Italië is een mooi land.
6996412	Tom ha paura?	8230006	Is Tom bang?
839470	Parigi è caduta nel 1940.	8774552	Parijs viel in 1940.
3105797	Tom non è esattamente la mia persona preferita.	10044690	Tom is nou niet echt mijn favoriete persoon.
3222412	Tom è allergico alle ragazze.	7644036	Tom is allergisch voor meisjes.
380445	Tutti ti vogliono conoscere, sei famoso!	687081	Iedereen wil u kennen. Gij zijt beroemd!
7791862	Avete tempo di aiutarci domani?	8124560	Heeft u tijd om ons morgen te helpen?
2551917	Le porte sono aperte.	9072192	De deuren staan ​​open.
378156	Cammina più lentamente.	379362	Loop eens wat langzamer.
6930068	Tom è una persona interessante.	10733294	Tom is een interessant persoon.
859485	Dio lo vuole.	8759468	God wil het.
395190	Per piacere, non interrompermi mentre sto parlando.	445584	Stoor me alsjeblieft niet als ik sta te praten.
7044663	La Germania è composta da sedici Länder.	9226704	Duitsland bestaat uit 16 deelstaten.
1258202	Chi ha fatto questa scatola?	3627061	Wie heeft die doos gemaakt?
3140685	Mayuko entrò nella stanza.	771686	Mayuko kwam de kamer binnen.
2515918	L'America vi ama.	7926537	Amerika houdt van jullie.
1927929	Sentendo la notizia, impallidì.	816134	Toen hij het nieuws hoorde, werd hij bleek.
3383303	Quando mordo, questo dente mi fa male.	4444256	Wanneer ik bijt, doet deze tand pijn.
391177	Le scimmie sono intelligenti.	704077	Apen zijn intelligent.
373961	Entrata libera.	7800785	Gratis toegang.
3433221	La scuola ha una biblioteca?	3442677	Heeft de school een bibliotheek?
3898900	Il libro contiene quindici biografie.	5340346	Het boek bevat vijftien biografieën.
3103744	Io e Mary lavoriamo assieme.	11015096	Maria en ik werken samen.
7219286	Gli orsi vanno in letargo.	9393793	Beren overwinteren.
835537	Lui è un insegnante.	446585	Hij is leraar.
1510854	Il muro è spesso due metri.	883999	De muur is twee meter dik.
999574	Questa è una pura perdita di tempo.	392902	Het is gewoonweg tijdsverspilling.
